element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Ho,-2.5664835,0.16042817,-3.7542875,1.5255598,-0.85027903,-0.08821876,1.4904706,0.16931623,5.4337983,2.1413968,-4.8597336,3.4660149,-1.66616,5.6735563,-3.0250354,-0.6526073,0.8749596,-5.2859635,-1.294484,-4.8919516,0.13735715,0.10682264,-1.6806688,0.4772046,6.077798,4.321327,1.667078,-0.7868884,-9.176124,1.6046934,2.2468536,0.32861125,-0.68430024,-4.857138,-1.9265652,-3.383529,10.392845,0.8950795,0.16116211,0.40536267,2.1984375,-5.123938,0.48206773,-3.0266206,0.03365055,3.4982631,1.6672188,-2.0991468,0.02279491,-1.7402533,-2.7031517,-0.7309166,-0.9587595,-6.1326346,4.8172846,1.6633153,1.9703,2.7224188,-3.667019,1.2762102,-0.7434406,2.9579659,-1.3721222,-0.13717762
Er,-2.4905019,0.158341,-4.467028,1.7421836,-0.35136637,0.035416573,1.7957639,0.21140337,5.7465873,2.4601464,-4.506467,3.449971,-1.3444927,4.8948092,-2.360266,-0.66721916,0.57963693,-5.5098352,-2.1545289,-4.318651,-0.13580345,-0.30946785,-1.0903916,0.55176264,6.1874804,4.094434,0.8179377,-1.1307563,-8.720016,1.6697943,1.785583,0.49960786,0.24076399,-4.957576,-2.3737433,-3.723939,9.425093,1.2572402,-0.40632826,0.20030253,2.1209912,-5.4131136,-0.0454693,-2.3616457,-0.70867443,3.2165003,2.084415,-1.8744671,0.4508632,-2.3955688,-2.0704741,-1.0420735,-0.63038766,-6.435758,4.627909,1.420733,1.7098922,2.4237268,-3.259382,1.7152239,-1.3212459,2.964742,-1.3187904,0.08472214
Tm,-2.9871755,-0.050575458,-3.9874356,1.3605785,-0.6219332,0.06574109,1.9998152,0.822919,5.4767666,2.8012204,-4.7692103,3.1565754,-1.3403223,5.8369017,-2.3181455,-0.1634028,0.19072963,-5.4066787,-1.3996694,-3.897852,-0.2002113,-0.06531828,-1.4186776,0.18423206,6.4751863,3.7888772,1.5426229,-0.35741267,-9.116678,1.6601834,2.1513066,0.99322826,-0.10403789,-5.14537,-2.3402207,-3.6412876,9.184052,1.4383857,-0.60231566,0.14066717,2.1144822,-5.801815,0.11521556,-2.3664486,-0.8170623,2.8090496,1.9901364,-1.4911056,0.0859739,-2.8592908,-2.8597167,-0.90139586,-0.7750642,-6.4502068,4.447743,1.6411391,1.2913634,2.2459943,-3.8137016,2.0623403,-1.2386695,2.6960096,-0.7374824,0.11349083
Yb,-0.45214286,-3.7980084,-4.690763,3.5530012,0.5812873,-0.36539108,2.6740696,3.7307298,8.109946,3.4583855,-5.5491786,2.0125458,-2.3717082,7.4380207,-2.2715342,-0.3227957,-2.5237646,-3.300891,-0.6266393,-3.5873764,-4.111649,-0.3822088,1.4208899,1.8874501,9.309037,5.445273,2.0582678,-1.4803495,-5.6214657,-1.1430212,3.113719,2.3019276,-1.1353246,-2.6320896,-4.506798,-3.177588,5.6625533,-1.3265738,0.27806118,3.122015,0.5272361,-4.067899,-0.45447528,-0.6436886,-0.3486105,8.806201,0.77952313,-2.8742566,-3.9242134,-4.76641,-3.7728748,-2.9493966,1.1850502,-8.872101,5.5891514,-2.8949785,2.7410107,3.509955,-1.7676601,2.6475427,-3.3944166,0.74651825,-1.249286,4.7787256
Lu,-2.9986334,-0.09874569,-4.366457,1.4839544,-0.5874775,-0.36966628,2.2358797,0.96168345,5.4032774,3.0482204,-4.667537,2.5519266,-1.3862852,5.229351,-1.7578596,0.21567261,-0.2432315,-5.5494914,-2.1110857,-2.92241,0.049266763,-0.27783567,-2.0838842,0.36471385,6.490889,3.961039,2.0648441,-0.43627283,-8.206182,0.9432714,2.318179,1.4997575,0.8496435,-4.892189,-2.4558036,-3.9427645,10.154345,1.8308326,-1.2986128,0.22209822,1.2896038,-6.2566943,-0.36647734,-2.6896272,-0.16562343,2.7020328,2.020395,-1.6266166,-0.23528542,-3.0443735,-2.5108285,-1.2469114,-0.7549708,-6.109558,4.313486,1.3843874,0.9952891,3.2695596,-4.510268,2.586434,-0.8926381,2.7912345,-2.373601,0.028786339
Hf,-3.6870747,-0.12467123,-5.016171,2.8551986,-1.75061,-1.540232,4.280928,-0.2909287,6.5925007,3.6724188,-5.6201434,2.9425414,-2.9832406,2.6697888,1.30291,-0.2558078,0.12873216,-4.188975,-1.3537344,-0.09885498,1.2497778,-0.89423853,-1.3236572,-0.7373072,7.1531425,-0.2957607,2.9813962,-1.2670441,-8.70584,0.09758791,-0.75476074,3.0315578,-0.85999477,-3.8737204,-4.857781,-2.8445039,6.579762,0.95679784,-3.4782987,-1.1524563,1.5886511,-1.9394119,-2.1378767,-1.1891799,-1.645327,1.5905024,1.4631457,1.1952033,-0.19090106,-0.91774553,-0.8104264,0.20708591,-1.7316521,-3.168242,4.99033,1.4215504,-1.0518234,-0.5183722,0.52241004,1.8016227,-0.4052493,4.5826497,-1.0851891,-0.3842383
Ta,-5.779657,0.39935297,-1.525581,2.7215946,-3.695378,-0.42753318,3.8392668,-1.8662593,5.7278523,0.39267275,-5.9109545,1.4508778,-4.4100766,2.9923046,0.94193244,0.3707795,1.4935187,-1.0268197,-2.9112828,0.48422197,-2.4062736,-0.98250633,-1.1302258,-2.4204845,9.411202,-2.2114396,-0.3051155,-2.691583,-7.233647,1.2830989,-0.6249459,3.3429234,0.32449788,0.56671745,-5.3219776,1.043923,3.3556268,-0.54218763,-3.693228,-1.074547,1.3575323,-4.593582,-3.921127,0.09127643,-1.4900719,1.9504446,3.5263877,5.3641815,0.0018488758,-0.31553006,0.3904213,3.1027677,-1.571379,-3.237489,3.5733836,2.5327334,-3.6622689,-0.16155402,-0.18458398,4.2373996,-1.4845544,4.054508,0.19066685,-0.9998455
W,-3.535339,-0.16091749,-2.366786,2.7253222,-1.9916456,0.3176158,3.2845783,-1.11639,6.3642406,0.9754006,-7.002353,0.065003216,-5.359464,2.433555,0.21646768,0.06442236,0.6096343,-1.0796115,0.8229226,2.0053108,-3.4309378,-0.6469952,0.7062581,-4.0929856,6.432298,0.20827696,-0.22729509,0.48770234,-3.330745,-0.6558105,0.05944584,-1.7045276,3.7577415,3.3081582,-0.46807963,-0.5559958,1.9905957,3.138232,0.40354815,-3.6377168,1.6021872,-3.8042777,-8.512141,-0.9348883,-3.2504904,1.1667144,3.8349159,5.5185947,3.9828632,-5.13558,2.1308446,4.612107,-1.7751875,-0.60221356,2.0410783,-0.06623626,-1.1849934,-1.0663,1.3384956,0.32802704,-0.97525525,3.7273736,-3.199961,3.100448
Re,-3.6313765,3.9312456,-1.8491558,3.0804152,-5.6154494,-0.40746436,2.1261544,-4.326098,6.5182657,1.7085335,-8.255583,-4.456937,-1.6280316,-1.5555946,-2.4818964,3.1161683,-2.5657253,-0.2288862,-1.536282,0.22347055,-4.8879194,-4.197219,-2.8009672,-2.6828346,7.27004,-2.6700015,-1.5359226,-2.0908067,-1.4023851,3.107563,0.7155834,-0.58109736,2.7479415,2.9573832,-1.6568998,1.0163729,-1.4688373,-0.8939675,2.617023,-2.1190147,4.4823217,0.3564112,-3.7975602,1.1675131,0.20822874,4.415971,1.4998918,0.7433431,-0.7272363,-2.271757,3.4818022,4.841097,-3.8676753,-2.9895945,0.42225158,-0.67619133,-2.8955286,0.43258885,-0.02730926,-1.7226483,0.34162676,3.7691488,1.1997561,1.4075338
Os,-1.8858781,4.3112674,-2.8401618,2.5894701,-2.4865086,2.510053,3.412995,-4.158229,6.209723,0.49118868,-9.894919,-5.716515,-3.2339034,3.3086185,-1.4963604,-1.1415569,-3.6414182,0.40218836,1.1464972,-0.22882633,-5.885313,-6.7187166,0.50483906,0.08132012,5.1082616,-1.0683706,-3.075981,2.0907228,0.12514427,4.7934647,1.9209671,1.9903034,7.4322834,5.7909927,2.636464,-0.5907964,-1.4172369,-0.8077153,-1.4022156,-1.4213114,5.020365,-2.0105557,-3.7156603,3.2466269,-0.15009001,3.348375,1.9546909,-5.992735,0.5481642,-1.2375209,2.340482,2.2098675,-3.2290497,-1.4859215,0.44537762,-0.16449702,-3.0323298,-1.9440998,-1.6918777,0.03904546,-0.6130073,4.3503284,0.70957106,0.5690213
Ir,-2.5144753,0.78291506,-4.0855246,2.4538171,-2.9510226,2.855265,3.644951,-4.105536,5.4307523,0.055829596,-9.202145,-5.4938455,-2.0602343,3.617852,1.3090683,-2.8797054,-2.1481266,-0.69605637,1.1714537,-1.7205352,-5.820774,-8.401556,4.263931,1.9751095,6.6245503,-3.354996,-3.7718801,1.1107554,-1.1381235,6.99765,1.5484139,1.1064497,7.2212176,6.100138,6.920979,-0.6875247,-3.3806043,0.21796423,1.5373735,-2.0827363,-0.31682494,-0.2196015,-6.5274253,5.462167,-0.17570637,-1.7412801,3.5997994,-6.3847075,4.201804,-3.1047435,-1.3572606,-0.7856622,-0.82787985,-0.0067016366,2.3781576,0.17439541,-4.128841,-1.834537,-1.2717683,-0.5612302,1.6039838,5.8761563,1.5707581,2.670355
Pt,-2.7283633,-0.7237202,-3.7121718,2.3257008,-0.84688896,2.06819,0.57714885,-3.3229263,6.9057837,-0.59035355,-8.170221,-6.2903695,-5.9408336,0.26876032,-0.23239627,-4.507195,-2.4932218,1.739581,0.17946771,-3.5336263,-4.538124,-4.6377797,4.1025853,-0.69641054,6.415871,-2.9505613,-3.689813,-0.79627275,-0.27218086,6.022247,1.7452692,2.6253824,9.830393,4.7952914,9.290831,1.2001429,-3.2735984,-1.5445302,1.4900547,1.3902829,0.92986155,-3.719939,-3.709473,5.3168406,2.3783498,-1.2321037,1.3720753,-6.7062798,4.1972218,-3.9084363,0.8820412,-2.0169852,0.3305197,-1.1400621,5.132132,2.10647,-3.686847,-1.3906095,-4.137573,-0.4837276,3.0639062,5.017485,0.28830564,2.3841035
Au,-0.9186107,0.29632682,-5.5764484,0.87545884,-0.41479757,4.83939,0.681518,-4.232023,5.8153186,-1.7096179,-9.241203,-4.58858,-4.2458377,0.063518204,0.91364473,-3.5641253,-2.3913279,2.415639,0.5787594,-4.046088,-2.691264,-4.8082337,2.2305357,-0.23706686,8.778742,-4.7812138,-3.72298,2.024325,0.5414605,4.2941623,3.5768096,3.818456,4.292774,3.014401,14.122522,-1.0817337,-1.4819937,-1.828508,0.40364587,2.3316019,-2.5675402,-1.3945754,-1.0597221,6.6557574,1.7541488,-3.492175,1.4698181,-3.3130374,3.7378676,-1.6988938,-1.9088649,-3.6281056,-0.23384073,-3.1158838,5.7303257,-0.021574834,-6.561098,-0.7688907,-6.812185,-3.929061,2.5664947,8.679496,-2.8079638,1.5461893
Hg,1.7097225,0.119710684,-1.7282568,3.8855536,0.5245303,2.4361582,1.7331874,-2.7801166,10.985451,1.1152246,-8.092127,-0.15095983,-2.9603415,2.2259321,-1.5573899,1.9013828,2.6733637,0.6733102,4.108595,-1.2956867,-0.12303151,-4.3584986,0.21434009,-1.1648929,8.601858,-0.7078712,2.2675645,0.87356496,1.266699,5.727203,7.896505,-0.04903593,6.138143,4.566933,8.400788,-1.4066733,1.2798605,0.8095727,1.5364239,-0.9120336,-1.20583,-2.1801763,2.6437685,5.1527586,0.8075311,-0.106019,-1.2608823,0.0020254392,4.6549125,-1.3359245,-3.3210864,-6.214595,-4.165817,-1.3421613,5.1095524,-3.9271917,-7.2765665,-0.11520683,-4.901778,1.0085086,1.4268728,7.221003,-3.4414175,3.173261
Tl,0.46902335,-2.867056,-0.9127668,1.3536674,0.28156704,1.8546388,2.1150513,0.974801,10.763874,3.8414812,-6.883099,-3.5617712,-3.464569,3.1023316,-3.2023091,2.3444953,-0.8826022,3.7750597,5.4106603,-3.3600721,-3.7407415,-0.60984176,0.41388822,4.071448,3.4135797,1.4270058,0.13897888,-3.5105286,-2.1258008,1.6864727,0.009704458,-0.32031173,2.592343,2.8945205,3.8042192,1.2673422,3.7209814,-1.0418434,0.7045125,-2.0611377,-2.9563122,-0.46518135,-2.063408,2.778024,-1.8175617,1.2217577,0.71644205,1.3045337,5.174669,2.2311177,1.455255,-0.59044886,-2.2042863,-3.213185,4.643337,2.252979,-2.9048822,-7.2746277,-3.0968242,0.05748951,3.2684207,8.874724,-1.6863097,-1.9155607
Pb,-4.094236,-2.2543283,-1.1039253,5.1490564,-1.2149074,3.4464943,3.5105429,-0.9254563,10.730491,2.2334895,-7.0108495,-3.4893415,-0.5158669,3.9003077,-2.695868,-0.25210893,0.4722611,5.2196803,4.658782,-4.2324467,-1.4112535,-0.8944998,0.37742043,4.4396706,3.0151534,5.1459084,-1.9937414,-1.461862,1.381421,3.517677,0.39715594,0.4119149,0.20714816,3.5394855,7.563339,-0.41256744,3.6951523,1.826229,1.5300375,1.3425596,-2.6348357,-0.0055242213,-2.0406818,1.437348,-2.3919349,0.78207487,-0.3981953,0.7732413,4.6836348,-0.110851586,-1.7115109,4.6001377,-1.0845788,-5.7185397,1.4134136,-0.02853385,-3.6705453,-1.5557255,-1.8910699,-3.164319,2.3332484,8.054144,0.7696613,-0.74606824
Bi,-4.1033564,0.8981818,-3.0573921,3.3013744,0.12871046,4.548363,0.71668905,-3.6247733,11.114952,2.9578571,-6.045226,-1.422027,0.025445784,0.19698502,-1.6300781,1.9757739,2.1617606,4.0069327,1.9499915,-5.3103433,-0.76555175,-1.3304073,1.7306778,2.1419969,4.5025697,3.0750232,-1.3311741,-0.6210586,-1.9855129,0.8316495,1.5777634,-1.6716212,0.0639016,4.8447723,6.1698723,-3.4198089,1.3721572,4.0947933,2.4970844,2.0282826,-1.3150177,-1.5858247,-4.169598,1.0880023,-2.9261289,-0.6144705,-0.29672045,5.1520057,5.960957,-3.3794487,0.29806352,2.700198,0.22025158,-3.4344804,-2.2872827,-4.526683,-4.9392653,1.6835209,-2.7059286,-4.290672,1.5648206,6.592241,1.4097525,0.018139893
Ac,-0.26653275,1.9091539,0.39759275,-0.08595868,-1.6344047,1.352098,-2.8523917,1.7299823,8.432569,3.6687014,-4.168248,-2.3273027,-3.695052,5.48572,-2.9721935,-0.39206,2.0220222,2.074152,-1.0235,-7.4336,2.3765264,0.8994866,3.708735,4.5208917,5.618365,4.134661,3.4856489,-1.3353348,-5.071371,0.6994429,4.6581955,-5.0887337,-6.713352,-3.4992545,-4.886893,-2.312635,11.385752,2.415142,2.3687239,3.1534946,4.7274995,0.62094915,-0.10702426,-4.2303233,2.1865985,6.975519,-1.5006889,-4.9080634,2.0849013,1.0062717,-1.8785975,2.0567722,-1.5473489,-3.855118,4.6765614,0.043404076,4.9462986,1.4854633,-0.09330077,-1.114545,2.5926325,1.0910493,-4.3317256,2.6452227
Th,-4.1886716,1.3438947,-1.741827,2.1126122,0.51766753,1.3746604,1.4487687,-1.5445086,7.282585,0.17673576,-3.9960368,1.3335493,-2.5431008,2.3402743,0.303857,0.120594874,3.3455014,-0.6668284,-0.25171685,-3.407216,0.64310086,-0.26365563,0.14341715,0.92258775,5.9783034,5.3010006,1.5440573,-0.9450031,-9.446793,3.2243428,0.55797505,-2.9932995,-2.9787383,-2.7230155,-5.138923,1.4557259,9.965228,3.467861,-1.6853418,0.7932156,5.7567086,-1.5797703,-0.85914654,-3.2517128,1.3007156,4.3038945,1.846206,-3.3543432,1.9229398,-1.0474647,-2.956981,1.5228853,-2.357439,-4.880515,4.181999,0.29071274,2.1949425,1.8135265,1.3573232,-0.91765517,0.9471653,2.2208982,-3.1908653,2.4532795
Pa,-7.283019,1.2487967,-1.8556368,0.33416733,1.2780651,1.7130638,3.0926776,-2.9417415,7.6010027,0.5932044,-4.6499405,1.2095453,-5.496663,1.5607401,-1.2775636,1.8915484,3.6066215,-0.83723384,-2.1137261,-1.2158278,2.0241957,-0.13024753,-3.012488,3.4378712,6.5829988,3.865145,2.7859504,-1.1821619,-8.659439,-0.5795078,0.5177753,-0.90185744,-5.3394914,-2.380513,-7.220418,2.8052242,9.434715,2.975418,-5.5200276,-2.4477046,4.3650985,-2.0652127,-3.970594,-2.9736946,0.85011524,5.3781657,1.0618504,-5.216043,-0.3814463,0.5555558,-0.6907445,2.3295715,1.6978123,-4.6289372,5.136818,1.286714,-0.11631344,-0.8405388,-0.60926616,-1.0102177,1.5736048,0.9820705,-0.7857116,4.739323
U,-7.791117,-0.15900894,-11.385344,2.4318266,2.816643,2.0002396,2.7596934,-0.9804445,8.236139,-1.018581,-6.05255,-3.4273264,-4.692298,-0.066827826,-3.3109744,1.1908998,4.2101126,-4.963156,-6.053865,-3.0122333,-1.627701,-1.5310073,-4.4468374,-0.49337232,7.9814754,4.4208364,1.8186344,-1.2322712,-15.191244,-0.25433213,-0.5978721,-1.8726783,-3.291654,-0.57379633,-7.1257515,2.8544478,12.351506,3.05946,-4.307132,-4.9608026,4.289,-2.521475,-4.012976,-1.4150934,1.7708029,3.635486,1.1774958,-4.124051,-1.421457,-2.111255,0.75984615,0.38440916,-1.736772,-9.418786,3.427727,-1.5555674,1.2918655,-0.8007619,-6.0095615,1.7471116,0.6922866,-0.96033204,-0.51924044,7.6459503
Np,-5.4298453,3.060346,-5.638356,-0.27030435,2.0094233,0.5958174,6.6821227,-0.9775108,8.099693,-3.7603436,-5.586787,-3.8812728,-3.4564617,-1.3164058,-1.0815284,0.35868376,0.2731841,-5.110217,-5.007717,0.642176,0.6773635,-2.2824085,-3.0307956,8.6855955,12.315017,6.829802,2.210229,-2.497295,-12.175341,-2.622423,0.96790344,1.7221696,-2.2754707,0.18830271,-7.9131837,1.7730267,10.090737,4.480378,0.1433576,-3.560976,10.925615,-4.3445406,-3.7934852,-0.4523797,-1.0945804,6.155711,-0.40743715,-7.4280953,1.3015634,2.5534854,3.5510952,4.926715,6.531976,-2.4696465,4.981321,-4.164529,3.0082295,-3.0091858,-6.0081773,-1.0082924,0.7016052,-0.739058,-1.1042911,5.1402674
Pu,-6.3621154,3.4275615,-9.72748,-3.569421,1.1632421,2.4845808,-2.273079,4.102092,9.181739,-3.035663,-5.029299,-6.444459,-4.6723967,-0.16666558,-1.7460825,-3.2506595,3.5236974,-7.217851,-1.8774987,-3.6508641,-0.4835268,-3.158881,-4.2345867,-1.3057612,6.1203256,7.710652,-5.223158,5.0051785,-11.579104,-0.8772817,-0.09865898,-4.839204,-11.941029,-0.16360255,-8.615195,-3.4235268,3.6674986,-0.08160496,-1.4847261,-3.9783168,1.6249167,-1.7590276,-5.9192567,0.3894174,5.7550883,5.8082323,-0.19036625,-3.119739,-0.42432183,1.4076744,-2.030363,8.216415,-0.85147387,-11.138421,2.3871644,-5.335265,3.330444,-3.7144816,-4.725334,-3.2770312,0.45144913,-1.8801278,9.155046,1.0333918
