element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Tc,0.90761167,-0.059278693,-0.3116821,1.027783,-0.2460352,-0.05282402,0.9472074,-0.012893134,0.13854365,-0.3816489,0.5072518,-0.10350528,-0.21283923,-0.10191974,-0.10928331,-0.28931925,0.033289026,-0.22641209,-0.15712072,-0.1679657,0.62127936,0.23100477,-0.14417493,0.37918347,-0.06496276,-0.38625312,0.0035196634,1.7445496,-0.13937573,1.1472954,0.13527067,-0.3438869,-0.39758098,-0.19887434,-0.23837456,0.05270339,-0.3282118,-0.014797804,-0.0984678,-0.43108827,0.74743605,0.04434547,-0.42801306,2.2909322,-0.34437227,-0.36850804,-0.023581816,0.8353435,0.39564502,1.0878153,-0.23104033,-0.29597485,0.13501042,-0.17467318,-0.36428633,-0.38034156,2.2927904,4.419591,-0.08850268,-0.19741459,0.053960532,-0.3792753,1.0150971,10.064049,0.26951855,-0.3550812,0.277128,0.14242682,-0.36332902,-0.4016702,0.09460675,0.64018387,-0.35720164,-0.32550845,-0.015507276,-0.12922123,1.8792144,-0.41736743,-0.32222438,0.071425766,-0.33786634,-0.1736107,2.9543993,0.5540019,0.6722705,0.4317343,0.44712344,0.29147655,-0.23167412,3.2267942,6.0522723,-0.30690584,0.9300359,-0.19514218,-0.13857599,-0.30903527,0.32142243,1.5412078,-0.25773773,-0.034096785,-0.28930166,-0.09350911,1.4338872,-0.4043143,-0.18191738,-0.34772807,-0.25598383,-0.2604822,0.3111578,-0.24716179,-0.19756134,-0.37721696,0.4665176,4.8458195,2.0557916,-0.27498838,1.3432307,0.5951596,0.27749377,-0.21830739,-0.30306977,0.26410118,-0.11964201,-0.08751804,0.07736862,0.004970806,-0.00017186695,-0.112636276
Ru,0.1876261,-0.11836899,-0.30849826,0.2564084,-0.28063253,-0.27252024,-0.024238098,-0.06313454,0.104240894,-0.33879176,0.8278211,-0.3109815,0.5938849,-0.1451599,0.34323817,-0.36125293,-0.04690639,-0.23329692,-0.18566969,-0.3397114,0.13311219,0.13280962,-0.26137972,-0.25901756,-0.17151794,-0.2867367,-0.027459336,2.1642084,-0.11217513,0.66109544,-0.07380797,-0.34017077,-0.3951861,-0.13701496,-0.36932245,-0.12212,-0.25764555,-0.14252596,-0.30460885,-0.39791548,0.34828395,-0.2535733,-0.40049207,3.4031484,-0.33326232,-0.32953706,-0.16180982,0.015095262,0.03564974,0.8702152,-0.09302277,-0.3506389,-0.089790285,-0.3585107,-0.38638684,-0.29242954,2.2849693,3.158735,0.074949585,-0.17144382,-0.35397193,-0.4013848,0.21110192,7.906795,0.61455745,-0.08802637,-0.098162,1.1613704,-0.28471848,-0.29981452,-0.22989602,-0.2623896,-0.35211515,-0.2915454,-0.024246883,-0.2013225,0.6425267,-0.38470542,-0.2989208,-0.08615089,-0.3227915,-0.24420515,1.6900424,0.019661052,-0.17166415,-0.1949342,2.432852,-0.28025228,-0.3446948,3.5607548,6.7405996,-0.30563536,0.27679297,-0.33849096,-0.2577807,-0.40270886,-0.081268914,-0.09467899,-0.22057134,-0.30962333,-0.31809524,-0.148334,-0.10699285,-0.26949868,0.02869809,-0.3142489,-0.03343227,-0.3121118,0.51672643,-0.33214974,-0.3415848,-0.3119178,0.97515935,3.99411,1.4061024,-0.32985383,-0.085641675,0.6981472,-0.3065746,-0.30756313,-0.19194885,-0.18850066,-0.15708293,-0.29590216,-0.03667346,0.03841056,0.44390166,-0.15491433
Rh,-0.13081433,-0.24386802,-0.22609447,-0.24915338,-0.056484472,-0.35879558,-0.13902512,-0.27528018,-0.21374987,-0.2819776,0.78587365,-0.3898674,0.13742481,-0.0087772645,0.052057,-0.34646824,-0.13353561,-0.3156274,-0.27386457,-0.41154096,-0.055138506,0.030852437,-0.3486082,-0.37091064,-0.11177583,-0.37344137,-0.07163677,1.3268766,-0.23173673,0.15946525,-0.26082116,-0.37529528,-0.39608765,-0.17015664,-0.32359052,-0.17005296,-0.21606313,-0.18653429,-0.03745948,-0.3323578,0.03294032,-0.36676842,-0.42451215,2.5480113,-0.41846287,-0.3702113,-0.030784518,-0.14054208,1.006415,0.30860862,-0.19451772,-0.36566725,-0.111237876,-0.3974771,-0.2875173,-0.21696088,1.7691245,1.08462,0.1566048,-0.2982477,-0.3706495,-0.24948764,-0.14190993,4.4453025,0.1210385,-0.08264859,-0.252184,0.72109073,-0.17157215,-0.29963955,-0.042678762,-0.3476919,-0.2799487,-0.37452093,0.14104593,-0.35667223,0.027508534,-0.23064065,-0.34157127,-0.24847734,-0.35341972,-0.22200924,1.0384673,-0.12114753,-0.2170867,-0.31361002,1.47125,-0.33173326,-0.40676022,2.8855927,4.778077,-0.36380437,0.03926248,-0.27772132,-0.2377754,-0.3716709,0.0057027093,-0.212937,-0.27536583,-0.36310366,-0.37502745,-0.09945675,-0.27224195,-0.21293952,0.32928982,-0.39040297,0.10856862,-0.42458522,-0.08015075,-0.349289,-0.1614333,-0.20632792,0.050056607,3.275851,0.7783272,-0.2865298,-0.18859744,0.17764981,-0.38491154,-0.41193807,-0.22657454,-0.19622903,-0.2302088,-0.35133407,-0.07193568,-0.1798472,0.13328345,-0.34138453
Pd,-0.1675994,-0.025196822,-0.2441048,-0.25300223,0.07502973,-0.37469432,-0.12824881,-0.22199579,-0.1564368,-0.053447966,0.64643556,-0.3586312,0.0011182813,0.061964665,-0.0702828,-0.27494952,0.03832852,-0.3207902,-0.28223497,-0.38595062,-0.11998809,-0.13854073,-0.30756816,-0.3549207,0.044279166,-0.3277383,-0.23301499,1.4452276,-0.31735072,-0.02100416,-0.20906681,-0.41536704,-0.30636773,-0.007858649,-0.389274,-0.12237244,-0.1150839,-0.27113456,0.22953558,-0.23420137,0.0015370686,-0.37745866,-0.38077405,2.2884157,-0.40644458,-0.37751633,0.1062101,0.024422772,1.1423745,0.1642582,-0.2547137,-0.39320618,0.1496327,-0.39627352,-0.29949814,-0.1259905,1.2959774,0.54934794,0.025807997,-0.3958431,-0.37728018,-0.10504828,-0.10865632,4.1089253,0.12896252,-0.18255946,-0.2900889,0.14169325,-0.03510782,-0.34542146,0.082096174,-0.3721743,-0.25417763,-0.40628898,0.10167413,-0.3608212,-0.23597479,-0.0513673,-0.31051147,-0.10570564,-0.32950905,-0.2940061,0.6563121,-0.20700973,-0.16386345,-0.3439169,1.2586043,-0.3872514,-0.3130069,2.742261,4.093149,-0.37305924,0.10637189,-0.19814877,-0.2314302,-0.32658592,-0.03502344,-0.23471315,-0.24436875,-0.2897773,-0.39932033,0.22776066,-0.19375047,-0.099463336,0.028373715,-0.31995752,-0.0043770536,-0.42398384,-0.27851564,-0.34612486,-0.016327893,-0.24539575,0.010483712,3.3471515,0.19260728,-0.28635752,-0.3242797,-0.027438525,-0.34482762,-0.4260184,-0.0802989,-0.18952374,-0.3697758,-0.33732566,-0.26900747,-0.23408818,0.06811402,-0.3205127
Ag,-0.23490237,-0.2804986,-0.43186077,0.4807159,0.10772979,-0.41353825,0.3774695,-0.16204107,-0.13805595,-0.26228777,0.115772106,-0.29154283,-0.32429966,0.04623563,0.6930217,-0.2666864,-0.08313974,-0.3442022,-0.3460025,-0.3467684,-0.22335005,-0.2728631,-0.020988436,-0.35955667,-0.21193609,-0.15454698,-0.41812038,1.1843765,0.057723705,-0.18108009,-0.27615458,-0.39108178,-0.022694813,-0.12940624,-0.42646044,0.035178866,-0.107208565,0.059601095,0.3452665,-0.19862342,-0.25911427,-0.38592413,-0.21609436,3.3655345,-0.42866224,-0.3869898,-0.33113402,-0.24022815,1.3125794,1.2582109,-0.35834888,-0.40899205,-0.3398135,-0.35308188,-0.26110289,-0.03563504,1.5883092,0.06439757,-0.27622482,-0.21003869,-0.20919217,-0.36242875,-0.18242523,1.400692,0.026157383,-0.16244912,-0.22266173,-0.26302308,-0.29250985,-0.42878702,-0.14390686,-0.40817684,-0.1538637,-0.41672128,0.26115784,-0.41200057,-0.20485234,-0.04106042,-0.36930323,-0.12914611,-0.0555196,-0.4334705,0.52648777,-0.11393966,-0.34537783,-0.30911845,0.2553975,-0.32207122,-0.072305776,4.2154927,1.2467196,-0.3902203,0.5925833,0.18244883,-0.24003406,-0.20559037,-0.21133183,0.88346064,-0.2320055,-0.41979578,-0.35391212,0.07508787,0.26709297,-0.3030022,-0.16765596,-0.4186817,-0.056619942,-0.11429138,-0.08443426,-0.21794386,0.05546797,-0.020765405,0.26385233,1.1518687,0.4958693,-0.3380778,-0.3880481,-0.2189974,0.040227424,-0.171271,0.20260121,-0.19724187,-0.35817847,-0.3851623,-0.43345517,-0.25988597,-0.35382098,-0.27759048
Cd,-0.19982834,-0.33105364,-0.33638966,0.21503873,-0.11433317,-0.32280764,0.1868342,-0.29391822,-0.29113317,-0.35498035,-0.063157134,0.253772,-0.3646117,0.015976101,0.17227155,-0.0055689197,-0.055297803,-0.346826,-0.30885014,-0.27198413,-0.10175497,-0.17569827,0.4579005,-0.28832227,-0.20269947,-0.086571954,-0.16979368,0.7555088,0.31705368,-0.2555325,-0.41852662,-0.19981429,-0.15208931,-0.04456183,-0.3980806,-0.099875495,-0.112658866,0.60211426,0.7732724,-0.04865564,0.35015118,-0.13543192,-0.15034138,3.5448484,-0.19877364,-0.2427758,-0.22080968,-0.17133874,0.3002691,1.5346504,-0.09577122,-0.3387905,-0.24129175,0.42127404,-0.41320944,-0.12884454,1.6489334,0.27220604,-0.2657012,-0.108855344,0.20973079,-0.18839256,-0.26551193,0.7090637,-0.06882799,-0.23940137,-0.22805995,-0.38430485,-0.24302024,-0.36148438,-0.20702574,-0.31898397,-0.21062665,-0.38286358,-0.016218446,-0.19187865,-0.10337565,-0.17055777,-0.23215866,-0.15664533,-0.19369736,-0.39138448,0.7623766,-0.21433717,-0.14710176,-0.3800707,0.12558044,0.37951446,0.4351943,4.8391767,0.97512466,-0.29858026,-0.021224804,0.60199153,-0.21556345,-0.20412058,-0.28175244,1.7601494,-0.113933474,-0.35236236,0.014523125,-0.15754525,0.40192235,-0.30997276,-0.29737854,-0.39827508,-0.0810784,-0.26581076,0.2202245,-0.33364838,0.07010179,-0.039462082,0.30100074,0.71433914,0.05913334,-0.26864696,0.7636831,-0.2996183,0.33785155,-0.053802766,0.0012255138,-0.37831888,-0.33342293,-0.35525185,-0.4196821,-0.12293678,-0.2731992,-0.26627937
In,-0.090279646,0.344515,0.075676516,-0.100929245,0.25739226,0.09364887,0.43379012,-0.33197626,-0.055864368,-0.04398222,0.41162762,0.08235801,-0.25091416,-0.009218484,-0.29548606,0.15914974,-0.062800474,-0.22556706,-0.13244253,-0.119296715,-0.036731903,-0.17571436,0.31043053,-0.08912489,-0.28319138,-0.35485926,0.36825693,0.22822864,-0.18157046,0.051396914,-0.40906164,0.018863961,-0.21087202,-0.23124477,-0.37905735,-0.19191389,0.0002707615,1.0552523,0.48744935,-0.17358603,0.90819126,0.070776686,0.11026247,1.0843701,0.0011163375,-0.3697368,0.42932978,-0.07936056,-0.031615283,0.19618538,0.3645456,-0.043771863,-0.1352701,0.33880216,-0.14967333,-0.25084284,1.3789293,1.5149487,-0.28426036,0.19296108,0.6339298,0.20651057,-0.07126586,0.07188787,0.2653587,0.005195445,0.003509978,-0.3805882,-0.33983368,-0.24442638,-0.25457704,0.040427156,-0.026087068,-0.058633044,-0.112675466,-0.08660212,-0.18910229,0.020666786,-0.116142526,0.1345076,-0.021603702,-0.16007425,0.67864597,-0.15671104,-0.216162,-0.34661457,0.3576492,1.7678767,-0.18948668,2.3199422,1.5295478,-0.087385505,-0.34438357,0.039095797,0.013817391,-0.06796081,-0.100195736,1.2259964,-0.19880348,-0.2941108,0.37746802,0.2691401,0.5357983,-0.2668706,-0.12472654,-0.32020587,-0.28051728,-0.27143034,-0.08306852,-0.14383017,-0.10979506,-0.21173424,0.2080092,0.2845987,-0.21095097,-0.2305574,1.1243776,0.16119929,0.30992603,-0.26939565,-0.13136792,-0.40664548,-0.30121148,-0.0025230467,-0.392841,-0.077024505,-0.05291238,0.06845108
Sn,0.22975783,0.04218881,-0.13524273,-0.2513451,0.30575886,-0.26043633,1.0361229,0.014088256,0.19336027,-0.070070855,-0.10903651,0.1170098,-0.19374597,-0.31324694,-0.2220915,-0.13825671,-0.25025597,-0.19826049,-0.08681016,-0.16099852,-0.2892048,-0.1071136,0.03758791,-0.2234311,-0.13360077,-0.39060342,-0.11525006,0.3041218,-0.23149087,0.26818234,-0.35801417,-0.07880826,-0.20198284,-0.3620507,-0.39346883,-0.123781,0.0051445332,0.8818726,0.12245541,-0.18218972,1.3916465,-0.17346174,-0.01392511,0.35856724,-0.12096978,-0.36585462,0.25634044,-0.10333046,0.26152894,-0.08249307,0.7668751,0.19013591,-0.19619238,0.16294451,0.29390505,-0.3450247,0.4511851,2.585509,-0.4243497,0.36663637,0.53678197,0.17218946,-0.030772239,0.23473777,0.401502,-0.31921262,0.37715316,-0.36264342,-0.4126766,-0.010695457,-0.328497,0.076778896,-0.09584039,-0.12729831,0.022137173,0.010295359,-0.13365841,0.2759383,0.27497137,0.016253222,-0.0004262556,-0.20829554,0.32371232,-0.27631792,-0.2921245,-0.026538003,0.34353033,1.1239145,-0.35459608,2.1441004,2.1631336,-0.06038219,-0.20724383,0.048433166,-0.16683953,-0.0034063857,-0.20340824,1.9261098,-0.22467022,-0.3077975,0.7596793,0.21907729,0.58771175,-0.4110433,0.002569966,-0.2915401,-0.34886378,-0.35351056,-0.03125135,-0.06352306,-0.030625496,-0.4106319,0.64990497,-0.20483679,-0.20254052,-0.3193918,0.038493298,0.15770099,-0.11439486,-0.22659774,-0.30618194,-0.37322673,-0.34430382,-0.27690613,-0.27444637,-0.00845501,-0.0013009612,-0.1981378
Sb,0.25271335,0.08873823,-0.26562938,-0.09268419,0.20689929,-0.28254777,0.67115337,-0.12692288,0.465627,-0.24507163,0.2804389,-0.007864588,-0.25643203,-0.34743497,0.026568908,-0.25743613,-0.2030834,-0.24106616,-0.3733346,-0.29622757,-0.35057202,-0.019957889,-0.054803032,-0.3767537,-0.33061233,-0.33076116,-0.34913522,1.1092023,-0.21052173,0.52418166,-0.38818213,-0.10921059,-0.26643082,-0.19269264,-0.38846394,0.011703917,0.013841074,0.29096738,-0.13447584,-0.2360609,1.648618,-0.2430626,-0.28604063,0.148945,-0.3473396,-0.20409341,0.3299741,-0.1679487,0.28262293,0.6935112,1.1211286,-0.19214916,-0.18989934,-0.0032519337,0.3603967,-0.32322302,0.23676644,5.186217,-0.40254202,-0.14274442,0.16900562,-0.1558607,-0.08358185,0.91425705,0.6329438,-0.3059722,0.24423254,-0.17125763,-0.36982188,0.00064721884,-0.3799487,-0.18403693,-0.31573424,-0.33801517,-0.3436091,-0.24320075,0.06987693,0.036482263,0.119485475,-0.03128191,-0.24743392,0.18722846,0.38150752,-0.22686225,-0.3583651,-0.08727742,0.17785875,0.1169603,-0.40487263,1.9763154,4.240706,-0.14071305,-0.07576735,0.40095112,-0.09687663,-0.04980824,-0.23526965,2.0513132,-0.34103116,-0.27317837,-0.076455645,0.017557641,1.0781431,-0.39996913,-0.17668988,-0.21773969,-0.32027507,-0.24699141,0.090435356,-0.13059233,-0.33275136,-0.34904158,0.6177524,-0.18368809,0.030985173,-0.24159181,-0.20674838,-0.07730178,-0.26119223,-0.16455019,-0.2038712,-0.34024072,-0.26372656,-0.35843077,-0.1796196,0.13020074,-0.14921902,-0.29079068
Te,-0.048628714,-0.037167195,-0.3977755,-0.21748453,0.10625174,-0.2481148,0.29733634,-0.40403444,-0.24773747,0.2923235,1.5295165,-0.37752,-0.38975334,-0.20096844,-0.34715453,-0.3577829,-0.3462978,-0.3374495,-0.2869974,-0.41733468,-0.33342776,-0.13032083,-0.2223278,-0.41469577,-0.3317189,-0.32027102,-0.26826167,1.7508599,-0.104875445,0.54076093,0.08952357,0.52463347,-0.010175401,-0.3222609,-0.38733283,-0.27487704,-0.04304127,0.53494245,-0.05801656,-0.16940068,0.17518866,0.50953215,-0.23921415,-0.31526887,-0.34706047,0.04607022,0.28752077,-0.35621038,1.297055,-0.10772935,-0.21057034,-0.30158123,0.13996775,0.07347026,-0.0042216126,-0.39961097,0.14912432,3.4595678,-0.37261337,-0.3620096,-0.19063649,-0.31404057,-0.2813847,-0.16721009,0.54370385,0.31934366,-0.03529072,0.13082711,-0.18592617,-0.064741,-0.35172722,-0.19418201,0.14723751,-0.3990738,-0.17475235,-0.2982631,0.19199543,-0.058569483,0.21680169,-0.0024935189,-0.13084503,-0.050783042,-0.26729268,-0.07582571,-0.33065107,-0.29144982,-0.0045906585,-0.29988012,-0.38010567,0.16356778,6.4538617,-0.31889713,-0.18084382,-0.2812651,-0.2565689,-0.10598814,-0.23722808,0.3674789,-0.25030845,-0.35402963,-0.41659677,-0.33817345,0.37804687,-0.38680094,0.24868196,-0.13605307,-0.34238532,-0.34321922,0.9052171,-0.26817125,-0.41671345,0.2898657,1.5750875,-0.12285933,-0.11548152,-0.24896124,0.067058615,-0.2802349,-0.41668057,0.47532138,-0.057537843,-0.13022375,-0.252915,-0.36422014,-0.106994405,0.001812518,-0.2314068,-0.23780362
I,-0.09014493,0.41265088,-0.41413173,-0.28003109,0.45546472,-0.120600805,-0.14264211,-0.3901546,-0.34166166,0.9038368,2.107272,-0.2367689,-0.347781,-0.22395298,-0.3743018,-0.40489167,-0.3505031,-0.3472762,-0.27797222,-0.43309635,-0.41518134,-0.4419107,-0.40870076,-0.31220803,-0.36926,-0.37189108,-0.17714234,1.7910191,-0.40913576,-0.09759355,-0.14242864,0.01648811,-0.3413173,-0.3288794,-0.3426515,-0.4261308,-0.13725626,-0.18697229,-0.34776047,-0.2727384,0.07709514,-0.11453605,-0.3599039,0.1288972,-0.20558047,-0.21056403,-0.3013069,-0.39328545,1.8683467,0.022958748,-0.3879946,-0.18359679,0.031079508,-0.42002797,0.7073491,-0.3650891,0.78077143,4.0251703,-0.10122785,-0.43020096,-0.39604288,-0.41846415,-0.367532,1.5428023,0.66292715,0.18743427,-0.31748798,0.59593004,-0.42313737,-0.37087083,-0.4187029,-0.33587745,0.26601246,-0.36062962,-0.4366632,-0.39462152,-0.052990973,0.0696382,0.1958902,0.18861417,-0.05464571,0.5322254,-0.40936154,-0.31286043,-0.4083318,-0.40353552,0.3106505,-0.011908543,-0.41227508,-0.2642941,6.6757593,-0.15583013,-0.10831544,-0.41836718,-0.3037853,0.023386046,-0.33463734,-0.32365808,-0.31908482,-0.4196745,-0.26572177,-0.15567346,2.0261264,-0.38046667,0.63810134,-0.012458394,-0.40892494,-0.3678623,0.033867348,0.12864278,-0.4034179,0.11868063,0.3428802,-0.2517161,-0.13531312,-0.1790939,-0.34643874,-0.36920252,-0.41000015,-0.32889846,-0.39461297,-0.30676794,-0.22327162,-0.32548106,-0.31683174,-0.3411647,-0.28745186,-0.22903845
Xe,-0.112207636,0.5750675,-0.001193908,5.9863935,-0.02906273,-0.37864769,-0.00041478305,-0.46753168,-0.034201033,-0.07471194,-0.46161547,1.1904219,-0.07371417,-0.14772376,7.876088,-0.46393836,-0.32352138,-0.020022232,-0.0039871195,-0.31826293,-0.044096168,-0.00027195894,0.20806298,-0.011789401,-0.23118266,-0.3943919,-0.007570383,8.668169,3.4586027,-0.34766442,0.10217589,-0.13240007,-0.39279103,-0.0020300164,-0.001775421,0.059952676,1.9891343,-0.42179048,-0.07741836,-0.41004217,-0.44286025,-0.23558533,-0.4339594,14.910164,-0.09506461,-0.16593009,-0.0003594724,-0.46408004,-0.22392222,21.080528,-0.32571656,-0.17552002,-0.13088721,-0.039895665,-0.014900179,-0.09144363,6.96148,2.8102984,-0.0008271797,-0.2310354,-0.4669083,-0.005287774,-0.23261152,9.038021,7.637832,-0.4388818,2.3165894,-0.13516484,-0.021969035,-0.0012208459,-0.018662512,-0.020385407,-0.005139416,3.8414056,-0.30744106,-0.16990757,2.4429264,-0.4483298,-0.011679993,-0.19457693,-0.41343796,-0.26955244,17.162354,-0.026243364,-0.4619592,2.179109,-0.018519787,-0.0037347684,-0.0027234536,21.978802,-3.0439542e-06,-0.1335841,-0.31412724,-0.022981793,-0.25479484,-0.24040711,-0.004663333,16.802328,-0.00021770142,-0.1619108,-0.10746564,-0.21595165,1.5700464,-0.25088564,-0.040702052,-0.2164366,-0.052859284,-0.18476503,-0.05751749,-0.1470088,-0.16157769,-0.46495518,-0.023354106,21.351131,4.9490175,-0.32926428,0.86849153,-0.16877338,0.27878588,3.7547743,-0.3081435,-0.14837986,-3.759757e-09,-0.029331518,-0.034349684,-0.0062132017,-4.5172237e-05,-0.3731938
Cs,0.40184253,-0.43423212,-0.26499414,-0.041897886,0.5420463,0.2585554,-0.24815403,-0.3789983,-0.24188523,-0.31910035,-0.4227934,0.8841958,-0.35781306,0.5527473,-0.13314076,1.4176149,-0.2708759,-0.08065074,-0.38318437,0.030801654,-0.2880913,-0.03119941,-0.2355856,0.37934434,-0.4052138,-0.37517363,1.3634602,3.9848437,-0.037347715,-0.25473583,-0.42271876,-0.41592115,0.48686576,-0.204687,0.13325304,-0.13009772,0.4452635,-0.34185556,-0.44258213,0.051484678,-0.35359645,-0.40477744,0.32447368,1.6174214,-0.13099484,-0.29403228,0.18354046,0.30029204,1.9264029,3.0623214,0.8267044,-0.13571742,-0.37897956,0.71658444,-0.3860233,-0.2782428,1.4035095,1.1213906,-0.35091284,0.51839757,-0.15295887,-0.4077444,-0.45075265,-0.42721903,0.51233494,-0.39438337,-0.2995111,0.09876092,0.10319699,0.24796969,-0.4232173,-0.23480187,-0.41793728,-0.3367414,-0.35881802,-0.17457591,0.5095969,0.6798649,-0.11150798,0.10229034,-0.3612857,-0.35540417,2.7782283,-0.08728662,-0.40254647,-0.18294899,0.6448673,0.0871106,1.8331908,0.7012243,-0.0612087,0.6283347,1.4623585,0.67710793,0.2826364,-0.012781323,-0.11369239,0.48023522,-0.38354692,-0.020333868,1.0300186,-0.21137981,-0.33987877,-0.026980402,-0.11413863,0.48988116,0.280219,0.05761754,0.29848316,1.5159321,-0.3843258,0.9313503,2.7920449,-0.23084444,-0.209659,0.16214678,-0.3341722,3.5894148,-0.38926542,-0.0234606,-0.3761301,-0.33298784,0.48277688,0.14592087,-0.087962985,0.40201446,-0.3221295,-0.4067684
Ba,-0.17517318,-0.24111328,-0.2920417,0.7400173,1.1051593,-0.040077657,-0.27638942,-0.2730107,-0.16123943,-0.28720507,-0.38799852,0.6094837,1.3195152,-0.19209419,0.17578764,0.1437803,-0.16514845,-0.13341986,-0.24340661,0.052864447,-0.33945572,-0.28938788,-0.2998278,-0.3180693,-0.31971142,-0.21525149,3.0080888,1.7448887,-0.07329019,-0.17341039,-0.3480689,-0.3687976,-0.20772947,0.8997911,-0.29491904,0.07208161,0.2143805,0.22818577,-0.39542452,-0.23538947,-0.33039802,-0.3116796,-0.34888604,1.656649,-0.3449895,-0.27461633,-0.40259603,-0.057581607,0.9110163,5.275331,0.61313164,-0.2680834,-0.38581482,0.032594956,-0.32429016,-0.13173364,1.3864601,2.070024,-0.41934863,-0.09074548,-0.08742339,-0.27758598,-0.17821977,-0.4130894,-0.050667442,-0.27857095,-0.22408582,-0.09986565,-0.114602916,0.13015258,-0.33531085,0.016687697,-0.40226328,-0.26832476,-0.36157113,-0.26117513,2.035597,-0.08421021,-0.16345052,-0.16485359,-0.38122642,-0.36306763,2.6511943,-0.39364398,0.14623384,-0.3083992,0.3509165,2.8932142,-0.13790096,0.66390425,-0.15090111,0.16267996,-0.26847345,0.3219565,0.21241671,-0.30746058,0.6896256,2.2020366,-0.37493947,0.1908582,0.3594221,-0.23486355,-0.23627035,-0.34475595,0.055646,0.15680076,-0.30406898,-0.3168433,-0.16354398,-0.026400404,-0.4083878,-0.011461956,0.9592963,-0.116892226,-0.28483015,0.011949185,-0.2620007,1.5818007,-0.19023216,-0.3127353,0.042247903,-0.34668636,0.8373123,-0.06392313,-0.20446603,0.15071292,-0.24738036,-0.30914557
La,-0.37501892,-0.15516888,-0.2770582,0.19552357,0.91039896,-0.26895145,-0.13699774,-0.16340755,-0.37887028,-0.25975978,-0.21802041,-0.1802527,5.5037518,-0.33837032,-0.07048309,-0.32196668,-0.28248727,-0.15413645,-0.2924126,0.12956555,-0.31927258,-0.2314343,-0.23858714,-0.23717885,-0.30784535,-0.25808546,9.935339,0.13307394,-0.09759315,-0.03357281,-0.30355957,-0.29765946,-0.2971745,3.9181833,-0.28687894,-0.34123188,-0.12761854,0.14828095,-0.31617036,-0.40984637,-0.21399008,-0.29895073,-0.33365205,0.9023845,-0.3554814,-0.24253337,-0.3790623,-0.27098265,0.1508494,4.72329,0.24722537,-0.19808488,-0.40937114,0.011110056,-0.33886477,-0.25043157,0.9011027,0.7083284,-0.36110926,-0.20840757,0.02518035,-0.31788382,-0.26911956,-0.34578294,-0.3184137,0.2042398,-0.24178421,-0.060953915,-0.2645673,-0.17204441,-0.35447878,-0.22969157,-0.33405122,-0.25775632,-0.30558,-0.17703484,0.8962047,-0.27820617,-0.30026016,0.5732142,-0.35271373,-0.31291845,1.0786715,-0.34501413,-0.14157255,-0.24598905,-0.03908063,11.100767,-0.11483143,1.0255169,-0.17946653,-0.1047512,-0.35996154,0.0813723,-0.25514284,-0.3421491,0.7514566,1.3906504,-0.2868183,0.2478088,-0.16189748,-0.17035411,-0.2805135,-0.32873434,3.4591095,-0.092997454,-0.22883901,-0.41305488,-0.2660984,-0.4123918,-0.31540787,-0.35378438,0.099626124,-0.2339164,-0.12431046,-0.2252298,-0.28896272,0.28785172,0.03164472,-0.23144366,-0.2043291,-0.27006754,1.5797336,-0.24316975,0.37182456,-0.18862617,-0.29932323,0.34050503
Ce,0.03979635,-0.33061343,0.062049497,0.43936136,-0.16056758,-0.29919037,0.58632547,-0.19582254,-0.3398737,-0.31146064,-0.15015386,0.04324998,4.542001,-0.36437687,-0.13339971,-0.31703576,-0.37771222,-0.045198914,-0.33577657,-0.003151777,-0.3045711,-0.26247072,-0.21784817,-0.29127046,-0.3127839,-0.32453135,5.7708163,-0.07912565,0.26039293,-0.12334089,-0.34112608,-0.3567039,-0.22048539,2.3006492,-0.37861612,-0.30365363,-0.27672857,0.039285112,-0.3285608,-0.3257162,-0.20506328,-0.27071014,-0.39933112,0.92575973,-0.2513049,0.43864635,-0.35045624,-0.32050747,-0.07293251,5.508557,0.34534574,-0.23322622,-0.38452622,0.094765656,-0.26343632,0.6068785,-0.11406483,0.8338073,-0.33244562,-0.33991486,0.17418009,-0.36494553,-0.18046327,-0.32258332,-0.21660234,0.077215694,-0.31263307,-0.2630025,-0.3571528,-0.32029763,-0.32981703,-0.14400338,-0.3206437,-0.25867274,-0.21688594,-0.3077747,0.7323231,-0.32489154,-0.35216388,0.6518943,-0.383138,-0.36509365,1.3654131,-0.36147416,-0.201074,-0.29890573,-0.13534586,10.71793,-0.36572632,0.7631482,-0.037827477,-0.20296958,-0.21661942,0.39947098,-0.25066411,-0.4063522,-0.10401517,1.6713737,-0.28163,0.33250952,-0.16305241,-0.09064698,-0.26867604,-0.41697374,3.3523924,0.27088174,-0.14832619,-0.38476428,-0.31028828,-0.25423312,-0.2994138,-0.38649726,-0.089442626,-0.1580313,0.043957878,-0.22640853,-0.32077459,0.2440027,-0.035188552,-0.33645678,-0.3391334,-0.23579963,0.33469525,-0.043768767,-0.23165028,-0.37542322,0.007890986,-0.08258049
